1987,10,8,4,843,830,952,937,PS,1457,NA,69,67,NA,15,13,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1830,1830,1930,1929,PS,1460,NA,60,59,NA,1,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,646,645,806,804,PS,1471,NA,80,79,NA,2,1,SAN,OAK,446,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1627,1628,1748,1745,PS,1476,NA,81,77,NA,3,-1,OAK,SAN,446,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1915,1845,2041,2005,PS,1480,NA,86,80,NA,36,30,SFO,SAN,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1648,1648,1815,1806,PS,1485,NA,87,78,NA,9,0,SAN,OAK,446,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,956,957,1114,1109,PS,1490,NA,78,72,NA,5,-1,OAK,SNA,371,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,804,800,858,856,PS,1492,NA,54,56,NA,2,4,SNA,LAS,226,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,2103,2050,2123,2107,PS,1497,NA,20,17,NA,16,13,OAK,SFO,11,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,630,630,727,727,PS,1503,NA,57,57,NA,0,0,LAX,SJC,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1250,1250,1342,1340,PS,1509,NA,52,50,NA,2,0,LAS,SNA,226,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,711,710,808,801,PS,1512,NA,57,51,NA,7,1,LAX,LAS,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1806,1755,1918,1857,PS,1518,NA,72,62,NA,21,11,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,643,640,739,736,PS,1521,NA,56,56,NA,3,3,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1130,1130,1238,1234,PS,1524,NA,68,64,NA,4,0,SFO,BUR,326,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,940,939,1054,1052,PS,1527,NA,74,73,NA,2,1,LAX,RNO,390,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1829,1830,1930,1928,PS,1532,NA,61,58,NA,2,-1,MRY,LAX,267,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,2124,2100,2232,2208,PS,1545,NA,68,68,NA,24,24,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,2009,2010,2137,2126,PS,1547,NA,88,76,NA,11,-1,TUS,LAX,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1020,1020,1121,1116,PS,1550,NA,61,56,NA,5,0,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1341,1340,1530,1525,PS,1555,NA,109,105,NA,5,1,PHX,SFO,651,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1342,1343,1441,1447,PS,1561,NA,59,64,NA,-6,-1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1829,1820,1930,1921,PS,1564,NA,61,61,NA,9,9,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1554,1500,1654,1555,PS,1568,NA,60,55,NA,59,54,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,1853,1853,2013,2007,PS,1570,NA,80,74,NA,6,0,SMF,SAN,480,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1625,1610,1712,1656,PS,1575,NA,107,106,NA,16,15,ABQ,LAX,677,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,2338,2230,123,16,PS,1578,NA,105,106,NA,67,68,SEA,SFO,679,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,623,625,743,744,PS,1581,NA,80,79,NA,-1,-2,SAN,SMF,480,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,842,840,1001,956,PS,1586,NA,79,76,NA,5,2,SMF,SAN,480,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,2036,2035,2200,2157,PS,1589,NA,84,82,NA,3,1,SAN,SMF,480,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1235,1230,1401,1349,PS,1592,NA,86,79,NA,12,5,PDX,SMF,479,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1259,1300,1417,1415,PS,1597,NA,78,75,NA,2,-1,SNA,SMF,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,634,625,709,701,PS,1601,NA,35,36,NA,8,9,SAN,LAX,109,NA,NA,0,NA,0,NA,NA,NA,NA,NA
